Core,"Latitude (decimal, from -90 to +90)","Longitude (decimal, from -180 to +180)",Ocean,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,P/D integrade + N. pachyderma R,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,,,,,,,,,,,,
SU90-04,41.13,-32.07,North Atlantic,3,0,8,145,153,0,18,0,18,0,,5,4,255,115,0,50,0,15,0,130,0,130,,,,165,27,23,50,0,,65,45,,3,0,,3,0,55,,,,,,,1131,,,,,,,5,,2,98,53,47
5594A,41.05,-12.97,North Atlantic,1.1,0,0,9.3,9.3,0,0.6,0,0.6,0,,0,1.7,22.7,3.7,0,0,0.3,1.4,1.1,20.1,0,20.1,,0,0,18.2,3.1,2.5,5.6,0,,0,0.3,,0.6,0,,0.6,0,13.2,,,0.3,0,0.4,,356,,,,,,,,,,,,
HEKS02,40.97,-10.53,North Atlantic,12,,,12,12,,2,1,3,,,6,,78,3,,,,6,6,78,,78,,,,59,2,10,12,,,1,7,,,,,,,17,,,,,,,300,,,,,,,,,,,,
HEKS01,40.97,-10.47,North Atlantic,8,,,8,8,,1,,1,,,5,,85,5,,,,1,,126,,126,,,,38,1,6,7,,,2,3,,,,,,,11,,,,,,,300,,,,,,,,,,,,
HEKS03,40.92,-10.58,North Atlantic,11,,,9,9,,2,,2,,,7,,86,5,,,3,2,,87,,87,,,,43,3,20,23,,,2,3,,,,,,,17,,,,,,,300,,,,,,,,,,,,
5596A,40.88,-13.13,North Atlantic,2.3,0.2,0,5.2,5.2,0,0.2,0.4,0.6,0,,0.7,0.7,18.1,0.6,0.4,0,1.3,1.1,1,27.3,0,27.3,,0,0,23.8,2.8,3.4,6.2,0.2,,0.7,1.1,,1.5,0,,1.5,0,7.6,,,1.3,0,0.2,,625,,,,,,,,,,,,
5598A,40.78,-13.23,North Atlantic,1.4,0,0,5.1,5.1,0,0,0.4,0.4,0,,1.2,1.2,16.8,0,0.4,0,0.8,0.8,0.4,32.4,0,32.4,,0,0,29.4,0.4,0.6,1,0,,0,0.8,,0.8,0,,0.8,0,7.1,,,0.8,0,1,,494,,,,,,,,,,,,
V07-68,40.77,-64.6,North Atlantic,0.5,1,0,1,1,0,0.5,0,0.5,0,,0,0,1.4,1,0,0,0,0,5.5,47.7,10.1,47.7,,0,2.9,19.7,0.2,0,0.2,0.2,,0.5,0,,2.2,0.7,,4.6,0,2.4,,,0,0,0.8,,417,,,,,,,,,,,,
SU90-02,40.57,-30.96,North Atlantic,3,1,0,84,84,0,11,0,11,0,,9,3,174,90,3,60,0,24,3,60,0,60,,,,96,23,26,49,0,,21,42,,0,0,,0,0,39,,,,,,,772,,,,,,,3,,10,90,47,53
V29-176,40.55,-26,North Atlantic,0.1,0.1,0.4,5.6,6,2.5,0.8,0.8,1.6,0,,1.2,0.8,18.9,13.9,0,0.1,0.6,1,0.6,15.4,0.7,15.4,,0,0,15.8,2.2,3.6,5.8,0.3,,4.5,3.4,,0,0,,0,0,4.8,,,0.6,0,2.3,,727,,,,,,,,,,,,
SU90-03,40.51,-32.05,North Atlantic,10,2,0,140,140,3,5,5,10,0,,5,4,370,85,0,75,3,30,5,110,0,110,,,,130,55,40,95,0,,65,100,,0,0,,0,0,75,,,,,,,1317,,,,,,,4,,2,98,57,43
SU90-01,39.93,-30.42,North Atlantic,3,3,0,151,151,0,12,12,24,0,,3,0,235,130,0,85,0,35,13,70,0,70,,,,90,37,28,65,0,,50,75,,0,0,,0,0,90,,,,,,,1122,,,,,,,3,,2,98,57,43
V27-143,39.72,-20.15,North Atlantic,1.5,0,0,13.3,13.3,0,0.7,0.7,1.4,0,,1,0.2,7.6,18.2,0,0,1.7,1,0.7,11.8,0,11.8,,0,0,17,1.2,4.2,5.4,1.7,,3.2,3.2,,0,0,,0,0,7.8,,,1.7,0,3.2,,413,,,,,,,,,,,,
V27-144,39.58,-13.55,North Atlantic,9,0,2,25,27,1,0,0,0,0,0,0,6,33,7,2,0,0,25,14,119,12,119,0,0,0,60,3,5,8,1,0,4,0,0,0,0,0,0,0,24,0,0,0,0,0,8,360,,,,,,,,,,,,
D10704-6,39.37,-12.85,North Atlantic,1.8,0.9,0,1.2,1.2,0,0,0,0,0,,0.3,0,5.4,0,0.6,0,0.9,0,2.1,32.3,0,32.3,,0,0,47.9,1.2,1.5,2.7,0.3,,0,0,,0.3,0,,0.3,0,4.2,,,0.9,0,0,,335,,,,,,,,,,,,
A180-015,39.27,-36.7,North Atlantic,0.5,0.2,0.9,15.5,16.4,0.5,1.2,0.5,1.7,0,,1.4,0.2,17.8,13.3,0.5,0,0.5,0.5,0.7,4,2.4,4,,0,0,11,5.4,1.4,6.8,0,,5.4,3.8,,0.2,0,,0.2,0,9,,,0.5,0,3.5,,423,,,,,,,,,,,,
D11957#1,39.06,-12.6,North Atlantic,1.7,0,0.3,12.5,12.8,0,2.6,0.6,3.2,0,,1.1,2.8,14.7,10.2,0,0.3,0.6,0.3,0,11.1,0.3,11.1,,0,0,13.3,2,4.5,6.5,0.9,,0.3,1.4,,0,0,,0,0,13.8,,,0.6,0.3,5.4,,352,,,,,,,,,,,,
D11957#5,39.04,-12.59,North Atlantic,1.8,0,0.3,8.4,8.7,0,2,0.5,2.5,0,,2.2,1.8,26.3,1.4,0.3,0,0.4,1,0.8,10.7,0,10.7,,0,0,14.3,1.5,4.2,5.7,0.1,,0.8,3.9,,0.3,0,,0.3,0,15.6,,,0.4,0,1.8,,735,,,,,,,,,,,,
V18-373,38.75,-67.55,North Atlantic,3,2.4,0.3,1.6,1.9,0,3.8,4.1,7.9,0,,1.6,0.3,1.6,0,0,0,0.3,0,0.8,11.4,12.2,11.4,,0,8.1,39,1.6,1.1,2.7,0,,0.8,0,,3,1.6,,4.6,0,1.4,,,0.3,0,0.1,,370,,,,,,,,,,,,
10705-7bx,38.59,-12.54,North Atlantic,2.9,0,0,8.6,8.6,0,3.6,0.4,4,0,,1.1,0.7,14,0,0,0,2.9,0.4,1.1,24.7,0,26.1,,0,0,24.7,1.1,0,1.1,0,,0.7,0.7,,0,0,,0,0,11.1,,,2.9,0,0,,279,,,,,,,,,,,,
D11956#2,38.36,-12.59,North Atlantic,2,0.3,0.1,12.4,12.5,0,3.9,1.7,5.6,0,,1.1,0.3,16.7,0.4,0.6,0,2.1,0,0.3,21.1,0,21.1,,0,0.1,21.7,1.1,1.9,3,0,,0.7,0.6,,1.1,0,,1.1,0,9.6,,,2.1,0,0,,700,,,,,,,,,,,,
V20-253,38.28,-68.53,North Atlantic,12,6,0,8,8,0,1,2,3,0,0,1,0,20,2,1,0,0,0,5,249,76,249,0,0,5,157,0,2,2,1,0,2,0,0,18,6,0,24,0,7,0,0,0,0,0,3,584,,,,,,,,,,,,
A156-007,38.18,-73.52,North Atlantic,0,0,0,0,0,0,0,2,2,0,0,0,0,23,4,0,0,0,6,15,122,49,122,0,0,0,57,2,0,2,0,0,1,0,0,1,0,0,1,0,32,0,0,0,0,0,6,320,,,,,,,,,,,,
RC11-260,38.03,-70.8,North Atlantic,0.2,0.5,0.5,3.1,3.6,0,0.2,0.5,0.7,0,,0.2,0,12.1,0.9,0,0,0,0,0.2,44.4,8.8,44.4,,0,0.2,21.2,0.2,0,0.2,0,,0,0,,1.3,0.2,,1.5,0,4.4,,,0,0,0.9,,547,,,,,,,,,,,,
SO75-25KG,37.85,-9.55,North Atlantic,0.8,0.6,0.6,5.9,6.5,0,7.5,0.4,7.9,0,,2,3.4,36.9,0,0,0.5,0.5,0,0,10.2,0.5,10.2,,0,0,21.1,0.6,0.7,1.3,0.5,,3.9,0.1,,0,0,,0,0,3.7,,,0.5,0,0,,357,,,,,,,,,,,,
SO75-9KG,37.84,-9.845,North Atlantic,1.1,0.4,0.5,12.1,12.6,0,9.5,1.6,11.1,0,,1.4,0.5,29.7,0.7,0,0,2.8,0,0,5,2.4,5,,0,0.5,23.1,1.9,0,1.9,0.2,,4.3,0,,0,0,,0,0,1.7,,,2.8,0,0.8,,339,,,,,,,,,,,,
V15-211,37.68,-74.15,North Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3,0,0,0,4,4,206,31,206,0,0,2,49,1,0,1,0,0,0,0,0,1,0,0,1,0,25,0,0,0,0,0,1,348,,,,,,,,,,,,
A167-1,37.65,-72.95,North Atlantic,0.7,2.9,0,1.1,1.1,0,0.7,0.7,1.4,0,,0,0,3.1,0.4,0,0,0,0,1.3,32.9,12.5,32.9,,0,1.8,30.5,0.4,0.2,0.6,0,,0.7,0,,6.6,0.7,,7.2,0,2,,,0,0,0.8,,456,,,,,,,,,,,,
SO75-15KG,37.58,-9.42,North Atlantic,0.3,0,0.1,5.2,5.3,0,0.8,0,0.8,0,,1.4,0,46,0,0,2.1,0,1.1,4.4,25.8,0.7,25.8,,0,0,0,0.8,0.4,1.2,0.1,,0.7,1.1,,0,0,,0,0,4.4,,,0,0,4.7,,280,,,,,,,,,,,,
SO75-13KG,37.56,-9.27,North Atlantic,0.3,0,0.2,7.6,7.8,0,2.3,0.1,2.4,0,,0.9,0.2,45,1.8,0,0.8,0,0.8,1.6,20.8,0.6,20.8,,0,0,7.8,1.7,1,2.7,0.3,,1,0.1,,0,0,,0,0,3.4,,,0,0,1.6,,338,,,,,,,,,,,,
SO75-11KG,37.53,-9.33,North Atlantic,0.5,0.6,1.6,7.9,9.5,0.9,2.2,0.2,2.4,0,,2.3,0.9,40,1.8,0.2,0,0,0.9,1.8,20,1.4,20,,0,0,7.6,1,2.4,3.4,0,,0,1.2,,0,0,,0,0,3.9,,,0,0,0.8,,362,,,,,,,,,,,,
SO75-30KG,37.46,-9.6,North Atlantic,0.5,0.1,1.2,4.6,5.8,0,3.2,0.5,3.7,0,,1.1,2.6,47.3,0.5,0.3,0.5,2.6,0.5,0,14.4,0.3,14.4,,0,0,5.9,1.2,0.3,1.5,0.1,,1.5,1.6,,0,0,,0,0,8.8,,,2.6,0,0.7,,328,,,,,,,,,,,,
D11954#4,37.42,-11.09,North Atlantic,0.7,0.7,0,9.6,9.6,0,1.4,0.4,1.8,0,,1,0.4,8.6,0,0,0,0.7,0,0,27.3,0,27.3,,0,0.4,38.9,1.4,2.1,3.5,0,,0.4,0,,0.4,0,,0.4,0,6.4,,,0.7,0,0,,284,,,,,,,,,,,,
D11952,37.35,-11.86,North Atlantic,3.7,0.2,0,9.1,9.1,0,4,1.4,5.4,0,,0.7,0.9,12.8,0.2,0,0,3.3,0,0.5,19.5,0,21.4,,0,0,34.9,1.6,0,1.6,0,,0,0,,0.5,0,,0.5,0,4.2,,,3.3,0,0.1,,430,,,,,,,,,,,,
D11951,37.35,-11.86,North Atlantic,1.6,1.1,0,15.4,15.4,0,2.2,0,2.2,0,,0.5,0.5,9.8,0.2,0.4,0,3.3,0,0.7,22.5,0,22.5,,0,0.2,33.5,1.8,0.7,2.5,0,,0,0,,0.7,0,,0.7,0,4.5,,,3.3,0,0.3,,552,,,,,,,,,,,,
G5KP67,37.32,-18.83,North Atlantic,6,2,1,35,36,,8,3,11,,,6,,58,24,,7,1,3,,27,1,27,,,,41,6,9,15,,,7,18,,,,,,,24,,,,,,,287,,,,,,,,,,,,
V04-8,37.22,-33.13,North Atlantic,0,0.3,1.8,13,14.8,1.2,2.1,1.2,3.3,0,,2.4,1.2,12,13.6,0,4.8,0.3,0.9,0,4.2,0.6,4.2,,0,0,7.2,6.9,4.5,11.4,0,,2.4,5.4,,0,0,,0,0,9,,,0.3,0,5,,332,,,,,,,,,,,,
HEKS04,37.1,-9.33,North Atlantic,3,1,,19,19,,7,,7,,,3,,100,10,,5,,3,12,64,,64,,,,67,2,5,7,,,2,1,,,,,,,1,,,,,,,305,,,,,,,,,,,,
V15-210,37.02,-74.62,North Atlantic,1,0,3,7,10,0,0,0,0,0,0,0,0,57,11,0,0,0,16,3,101,115,101,0,0,0,37,1,14,15,1,0,0,0,0,2,0,0,2,0,38,0,0,0,0,0,3,410,,,,,,,,,,,,
V07-053,36.9,-54.03,North Atlantic,1,4,0,45,45,0,1,0,1,0,0,0,0,54,11,2,0,0,0,1,26,29,26,0,0,11,107,15,3,18,0,0,6,0,0,4,5,0,9,0,0,0,0,0,0,0,6,331,,,,,,,,,,,,
MIKR12,36.87,-26.58,North Atlantic,3,1,1,38,39,3,12,1,13,,,6,,80,19,2,18,,3,1,30,,30,,,,52,11,7,18,,,10,9,,,,,,,22,,,,,,,329,,,,,,,,,,,,
V04-12,36.85,-21.02,North Atlantic,1.2,0.6,0.2,12.5,12.7,0.6,5,1.7,6.7,0,,1.7,2.3,9.8,18.5,0,0.2,0.2,0.8,0,6.6,1,6.6,,0,0.2,14.9,3.5,4.6,8.1,0.4,,2.9,2.1,,0,0,,0,0,7.9,,,0.2,0,0.6,,518,,,,,,,,,,,,
MIKR11,36.35,-27.38,North Atlantic,2,1,1,52,53,3,15,1,16,,,5,,71,20,,15,,,,25,,25,,,,40,14,21,35,,,11,6,,,,,,,30,,,,,,,333,,,,,,,,,,,,
D11950,36.23,-10.49,North Atlantic,2.3,1,0,19.9,19.9,0,6.6,1.9,8.5,0,,1,1,23.9,0.2,0.2,0,2.1,0.2,0.2,7.7,0,7.9,,0,0,15.8,1.7,0,1.7,0,,0.4,0.2,,1.7,0,,1.7,0,11.6,,,2.1,0,0.9,,482,,,,,,,,,,,,
A164-23,36.22,-69.4,North Atlantic,0.7,0.7,0.2,19.1,19.3,0,5.4,3.1,8.5,0,,2.4,0,15.8,2.6,0.2,0,0,0,0,4.5,7.1,4.5,,0,4.3,10.2,5.9,0,5.9,0.2,,7.3,0,,2.4,1.7,,4,0,4.5,,,0,0,1.8,,423,,,,,,,,,,,,
A164-15,36.13,-68.92,North Atlantic,2,2,0,53,53,0,9,6,15,1,0,8,1,112,14,0,0,1,0,0,23,42,23,0,0,19,63,11,0,11,1,0,9,0,0,19,19,0,38,0,0,0,0,0,0,0,2,417,,,,,,,,,,,,
A164-16,36.13,-69.13,North Atlantic,1.5,0.7,0,23.2,23.2,0,5.7,3.5,9.2,0.2,,2.4,0.7,12.9,3.5,0.4,0,0,0,0,3.5,8.1,3.5,,0,3.1,6.8,5.7,1.5,7.2,0,,3.7,0,,0.7,1.3,,2,0,7.4,,,0,0,3.5,,457,,,,,,,,,,,,
M9/98-1,36.03,-11.82,North Atlantic,1.3,0,1.1,26.9,28,0,6.1,1.1,7.2,0,,0.2,0,33,0,0.2,0,0.8,0.6,0,9.3,0.4,9.3,,0,0,0,0,6.8,6.8,0,,0,1.9,,0,0,,0,0,8.3,,,0.8,0,2.7,,453,,,,,,,,,,,,
GIB13,35.95,-7.57,North Atlantic,3.1,0,0.7,25.3,26,0,5.3,0,5.3,0,,1.7,0,37.8,0,0,0,1,0,0,12.8,0.7,12.8,,0,0,0,0,1.4,1.4,0,,0,5.3,,0,0,,0,0,2.4,,,1,0,3.4,,282,,,,,,,,,,,,
D11948#7,35.94,-11.19,North Atlantic,0.4,0.4,0,27,27,0,6.4,3,9.4,0,,1.1,0,17.2,1.5,0.7,0,2.2,0,0.7,6,0,6.7,,0,0.4,16.1,1.9,0,1.9,0,,2.2,0.4,,0.4,0,,0.4,0,10.5,,,2.2,0,0.3,,267,,,,,,,,,,,,
MIKS29,35.8,-28.22,North Atlantic,2,4,1,42,43,,14,2,16,,,7,,75,12,1,14,4,2,,15,,15,,,,32,13,13,26,,,5,17,,,,,,1,13,,,,,,,289,,,,,,,,,,,,
11824-2bx,35.79,-17.6,North Atlantic,0.9,0.6,0,15,15,0,4,2,6,0,,3.5,0.8,21.7,0.9,0.3,0,1.2,0.9,0,6.9,0,7.2,,0,0,10.7,2.6,5.2,7.8,0,,2,4,,1.7,0,,1.7,0,14.7,,,1.2,0,0.4,,736,,,,,,,,,,,,
A164-17,35.78,-68.93,North Atlantic,0.2,1,0.7,16.1,16.8,0,5,1.2,6.2,0,,1.2,0.5,17.1,1.5,0.5,0,0.2,0,0.2,6,8.4,6,,0,1.5,15.1,5.2,0.2,5.4,0,,5,0,,3.5,4.2,,7.7,0,1.2,,,0.2,0,4.2,,403,,,,,,,,,,,,
A179-024,35.77,-69.08,North Atlantic,2.2,0.9,0.7,16,16.7,0,7.3,3.3,10.6,0,,5.4,3.1,5.8,1.1,0.4,0,0.5,0,0.2,1.5,8.7,1.5,,0,6,15.4,5.3,0.9,6.2,0,,3.6,0,,2,1.1,,3.5,0,8.4,,,0.5,0,0,,551,,,,,,,,,,,,
D11941#1,35.73,-12.36,North Atlantic,1.2,1.2,0,25.4,25.4,0,8.7,1.5,10.2,0,,0.7,0.2,17.7,0.7,0,0,0.7,0,0.2,10.4,0,10.4,,0,0,16.9,3.5,0,3.5,0,,2,1,,0,0,,0,0,6.5,,,0.7,0,2,,402,,,,,,,,,,,,
D11941#4,35.73,-12.35,North Atlantic,2.2,1.6,0,22.7,22.7,0,7.1,1.6,8.7,0,,1.2,0.6,20.2,1.2,0,0,2.8,0,0,4.7,0,4.7,,0,0,14.9,1.9,0,1.9,0,,1.6,0.3,,2.2,0,,2.2,0,13,,,2.8,0,1,,322,,,,,,,,,,,,
A164-13,35.72,-67.33,North Atlantic,0.2,0.7,0,17.1,17.1,0,6.5,1.6,8.1,0.2,,1.8,0.5,23.9,1.1,0,0,0.2,0,0,2,6.5,2,,0,5,10.1,3.4,0.7,4.1,0,,5.9,0,,3.4,4.1,,7.4,0,1.6,,,0.2,0,3.6,,444,,,,,,,,,,,,
D11943,35.68,-13.31,North Atlantic,1.4,1,0.1,24.4,24.5,0,8.8,2.7,11.5,0,,1.4,0.4,19.6,0.6,0.1,0,1,0,0,6.1,0,6.1,,0,0.1,14.5,2,3,5,0,,1.1,0,,1.6,0,,1.6,0,10,,,1,0,1,,708,,,,,,,,,,,,
D11946,35.61,-11.25,North Atlantic,3.2,0.6,0,28.4,28.4,0,3.5,1.3,4.8,0,,1,0.3,15.7,0.3,0,0,4.2,0,0,5.8,0,6.1,,0,0,10.2,1.6,0.6,2.2,0,,2.6,0.6,,1.3,0,,1.3,0,17.6,,,4.2,0,0.8,,313,,,,,,,,,,,,
V27-266,35.57,-43.9,North Atlantic,0.5,0.5,0.2,20.9,21.1,0.2,0.5,0.5,1,0,,4.5,0,6,10.6,0,0,0.7,0,0,5,3.3,5,,0,0.2,14.9,7.5,1.2,8.7,0,,8.2,0.5,,0.7,0.5,,1.2,0,8.2,,,0.7,0,5.3,,418,,,,,,,,,,,,
MIKS28,35.42,-28.92,North Atlantic,4,,,43,43,,2,,2,,,5,,56,10,,8,,3,,56,,56,,,,76,3,4,7,,,4,31,,,,,,,28,,,,,,,333,,,,,,,,,,,,
MIKS27,35.25,-29.25,North Atlantic,3,3,,64,64,,13,8,21,,,4,,59,14,1,17,,,,18,,18,,,,33,19,10,29,,,7,8,,,,,,1,18,,,,,,,300,,,,,,,,,,,,
INMD074,35.18,-12.62,North Atlantic,7,1,2,63,65,6,14,11,25,0,0,7,10,32,57,0,0,2,4,0,14,1,14,0,0,1,41,8,11,19,1,1,9,4,0,0,0,0,0,0,32,0,0,0,0,0,8,347,,,,,,,,,,,,
V04-32,35.05,-11.62,North Atlantic,1.3,0.3,1.3,13.5,14.8,2.6,1.6,1.6,3.2,0,,1.6,1,8,19.1,1.6,1,0.3,0.6,0.6,9.3,0.6,9.3,,0,0.3,10.3,1.3,2.3,3.6,0.3,,1.3,4.8,,0,0,,0,0,7.1,,,0.3,0,6.6,,311,,,,,,,,,,,,
INMD070,35,-24.32,North Atlantic,0,9,0,84,84,0,11,8,19,0,0,5,1,39,13,1,2,11,0,0,22,7,22,0,0,0,66,10,12,22,0,0,11,1,0,0,0,0,0,0,9,0,0,0,0,0,8,330,,,,,,,,,,,,
D11949,35,-10.73,North Atlantic,1.3,0,0,16.2,16.2,0,4.9,1.1,6,0,,1.1,0.9,23.1,0,0.7,0,2.7,0.8,0.7,7.1,0,8.4,,0,0,16.2,1.1,0,1.1,0,,0.4,0.7,,0,0,,0,0,19.1,,,2.7,0,0.2,,450,,,,,,,,,,,,
GIK15667-1,34.99,-7.28,North Atlantic,0.9,0.1,1.7,11.6,13.3,1.3,2.7,0.4,3.1,0,,1.9,0.2,41.3,0.6,0.5,0.2,0.2,2.9,0,7.7,2,7.7,,0,0.1,11.2,1.4,1.5,2.9,0.1,,1.5,2.4,,0,0,,0,0,5.6,,,0.2,0,0.5,,785,,,,,,,,,,,,
GIK15668-1,34.98,-7.33,North Atlantic,0.9,0.6,1.5,15.3,16.8,1.3,5.6,0.7,6.3,0,,2,0.5,38.8,2.1,0.8,0.4,0.8,0,0,1.6,1.7,1.6,,0,0.2,7,1.9,2.4,4.3,0,,3.8,1.8,,0,0,,0,0,8.9,,,0.8,0,0,,658,,,,,,,,,,,,
INMD073,34.97,-17.37,North Atlantic,1,2,2,51,53,7,20,7,27,0,0,6,15,34,66,0,5,0,0,2,13,0,13,0,0,2,40,20,12,32,0,0,9,15,0,0,0,0,0,0,16,0,0,0,0,1,10,356,,,,,,,,,,,,
GIK15666-9,34.96,-7.12,North Atlantic,0.5,0.1,0.8,15.2,16,0.8,2.8,0.1,2.9,0,,2,0.9,45,0,0,0,0.8,1.6,0,4.1,2.1,4.1,,0,0,9.3,0.6,0.9,1.5,0.2,,2.2,3.3,,0,0,,0,0,7.4,,,0.8,0,0,,357,,,,,,,,,,,,
INMD072,34.95,-21.67,North Atlantic,2,5,4,92,96,0,9,3,12,0,0,3,3,29,9,5,0,6,0,1,29,3,29,0,0,0,81,19,19,38,3,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,8,351,,,,,,,,,,,,
GIK15664-1,34.93,-6.93,North Atlantic,4.1,0.3,1.7,15.8,17.5,0.5,5.7,0.7,6.4,0,,1.4,1.1,27.5,0.5,0,0,0.5,2.7,0,3.2,3.2,3.2,,0,0.7,10.2,4.2,4.8,9,0.5,,4.4,0.5,,0,0,,0,0,5.9,,,0.5,0,0.3,,347,,,,,,,,,,,,
GIK15663-2,34.92,-6.845,North Atlantic,1.4,0.3,1.1,14.2,15.3,0,2.2,0.2,2.4,0,,2.8,0,41.9,0.3,1,0,2,2.6,0,2,0,2,,0,0.1,16.1,3.6,1.8,5.4,0.1,,2.7,0.7,,0,0,,0,0,3,,,2,0,0,,394,,,,,,,,,,,,
GIK15669-2,34.89,-7.82,North Atlantic,1.3,0.2,0.7,15.3,16,1.9,6,1.2,7.2,0,,3.2,0.3,39,0.8,1.1,0,1.1,0,0,2.1,1.1,2.1,,0,0.5,7,3.9,1.3,5.2,0.1,,3.8,2.4,,0,0,,0,0,6.5,,,1.1,0,0.4,,599,,,,,,,,,,,,
GIK15657-1,34.89,-6.67,North Atlantic,0.1,0,0.8,6.9,7.7,1.2,3.3,0.2,3.5,0,,2,0,60.1,0,0,0.4,0,0.6,0.6,4.8,1,4.8,,0,0,7.8,0.9,2.1,3,0,,3.8,0,,0,0,,0,0,3.6,,,0,0,0,,356,,,,,,,,,,,,
GIK15654-1,34.87,-6.63,North Atlantic,0.5,0.4,0.7,12.7,13.4,1.1,5.9,0,5.9,0,,1,0,49.6,0,0,0.4,0,0.4,0,4,3.3,4,,0,0,9.3,2,4,6,0.2,,2,0.4,,0,0,,0,0,2.3,,,0,0,0,,395,,,,,,,,,,,,
GIK15672-2,34.86,-8.13,North Atlantic,1.1,1.5,2.1,15.4,17.5,1.3,5.9,1.3,7.2,0,,2.8,0.2,34.5,3.1,1,0.2,1,0.2,0,2.1,0.5,2.1,,0,0,7.5,3.2,3.8,7,0.1,,3.1,1.8,,0,0,,0,0,7.1,,,1,0,0.2,,1019,,,,,,,,,,,,
INMD-069BX,34.82,-26.2,North Atlantic,1,2,1,90,91,4,16,2,18,,,6,,62,21,,12,3,,,22,,22,,,,32,18,15,33,,,14,5,,,,,,,36,,,,,,,362,,,,,,,,,,,,
INMD067,34.82,-28.78,North Atlantic,1,4,5,61,66,9,7,2,9,0,0,5,12,35,67,1,6,3,0,0,6,1,6,0,0,0,35,14,7,21,0,0,7,14,0,0,0,0,0,0,17,0,0,0,0,0,7,326,,,,,,,,,,,,
INMD-068BX,34.8,-28.35,North Atlantic,1,6,3,98,101,4,16,5,21,,,2,,65,29,2,29,4,5,,11,,11,,,,45,12,16,28,,,12,29,,,,,,,30,,,,,,,424,,,,,,,,,,,,
M8/31-1,34.8,-10.25,North Atlantic,1.3,0,1.6,37.3,38.9,0,6.5,0,6.5,0,,0,0,26.8,0,0,0,0.3,0.3,0,9.1,0,9.1,,0,0,0,0,6.8,6.8,0,,2.9,0.9,,0,0,,0,0,3.5,,,0.3,0,2.9,,306,,,,,,,,,,,,
GIK15673-2,34.8,-8.4,North Atlantic,0.9,0.9,0.8,15.5,16.3,1.8,7.2,3.1,10.3,0,,4.1,0.2,28.9,3.4,1.4,0.2,1,0.4,0,1.8,1.4,1.8,,0,0.1,7.6,2.6,3.8,6.4,0.2,,2.6,2.2,,0,0,,0,0,8.4,,,1,0,0.3,,761,,,,,,,,,,,,
GIK15676-2,34.76,-8.848,North Atlantic,1.1,0.8,1.4,21.2,22.6,0.7,8.1,1,9.1,0,,3.9,0,26.5,2.5,0,0,1.6,0.5,0,2,0,2,,0,0.1,6.8,3.3,2.9,6.2,0.4,,4,1.8,,0,0,,0,0,9.5,,,1.6,0,0,,614,,,,,,,,,,,,
V22-232,34.75,-57.25,North Atlantic,3.5,0,0.5,17.2,17.7,0,3,1.8,4.8,0,,3.5,0.8,1.5,1,0.3,0,0,0.3,0.8,2.8,3.8,2.8,,0,0.8,22.3,14.4,3.3,17.7,0,,6.6,0,,0.8,0,,0.8,0.3,10.9,,,0,0,0,,395,,,,,,,,,,,,
MIKS26,34.72,-29.57,North Atlantic,2,2,1,75,76,,16,2,18,,,9,1,65,17,1,17,1,2,,22,1,22,,,,28,18,12,30,,,9,14,,,,,,,26,,,,,,,341,,,,,,,,,,,,
V07-67,34.67,-61.45,North Atlantic,0.7,0.5,0.5,21.2,21.7,0.2,1.7,1.9,3.6,0,,3.1,0.5,13.1,7.3,0.2,0.2,0.5,0,0,2.4,3.8,2.4,,0,0.9,8.3,11.9,0.9,12.8,0,,7.8,0.5,,1.4,0,,1.4,0,8.1,,,0.5,0,2.6,,422,,,,,,,,,,,,
V07-067,34.67,-61.45,North Atlantic,10,1,6,125,131,0,12,7,19,0,0,18,12,48,39,2,0,0,0,0,7,19,7,0,0,8,38,40,7,47,0,0,33,1,0,6,2,0,8,0,49,0,0,0,0,0,5,495,,,,,,,,,,,,
INMD064,34.65,-30.38,North Atlantic,2,3,1,61,62,9,1,0,1,0,1,6,11,43,53,2,6,6,3,0,11,0,11,0,0,0,35,14,3,17,0,0,9,11,0,0,0,0,0,0,25,0,0,0,0,0,9,325,,,,,,,,,,,,
